year,state,state_fips,candidate,party,candidatevotes,totalvotes,vote_share,two_party_votes,two_party_vote_share
1948,Alabama,1,Harry Truman,Democrat,0,214980,0,40930,0
1948,Alabama,1,Thomas Dewey,Republican,40930,214980,19.03898037,40930,100
1952,Alabama,1,Adlai Stevenson,Democrat,275075,426120,64.55341218,424306,64.829392
1952,Alabama,1,Dwight Eisenhower,Republican,149231,426120,35.02088614,424306,35.170608
1956,Alabama,1,Adlai Stevenson,Democrat,280844,496871,56.52251792,476538,58.9342298
1956,Alabama,1,Dwight Eisenhower,Republican,195694,496871,39.38527304,476538,41.0657702
1960,Alabama,1,John Kennedy,Democrat,318303,564473,56.38941101,556284,57.21951377
1960,Alabama,1,Richard Nixon,Republican,237981,564473,42.1598553,556284,42.78048623
1964,Alabama,1,Lyndon Johnson,Democrat,0,689817,0,479085,0
1964,Alabama,1,Barry Goldwater,Republican,479085,689817,69.45102832,479085,100
1968,Alabama,1,Hubert Humphrey,Democrat,196579,1049917,18.72328956,343502,57.22790551
1968,Alabama,1,Richard Nixon,Republican,146923,1049917,13.99377284,343502,42.77209449
1972,Alabama,1,George McGovern,Democrat,256923,1006093,25.53670486,985624,26.06703976
1972,Alabama,1,Richard Nixon,Republican,728701,1006093,72.42879137,985624,73.93296024
1976,Alabama,1,"CARTER, JIMMY",Democrat,659170,1182850,55.72726888,1163240,56.66672398
1976,Alabama,1,"FORD, GERALD",Republican,504070,1182850,42.61487086,1163240,43.33327602
1980,Alabama,1,"REAGAN, RONALD",Republican,654192,1341929,48.75012016,1290922,50.67633831
1980,Alabama,1,"CARTER, JIMMY",Democrat,636730,1341929,47.44885907,1290922,49.32366169
1984,Alabama,1,"REAGAN, RONALD",Republican,872849,1441713,60.54249355,1424748,61.26339535
1984,Alabama,1,"MONDALE, WALTER",Democrat,551899,1441713,38.28078127,1424748,38.73660465
1988,Alabama,1,"BUSH, GEORGE H.W.",Republican,815576,1378476,59.16504894,1365082,59.7455684
1988,Alabama,1,"DUKAKIS, MICHAEL",Democrat,549506,1378476,39.86329831,1365082,40.2544316
1992,Alabama,1,"BUSH, GEORGE H.W.",Republican,804283,1688060,47.6454036,1494363,53.82112646
1992,Alabama,1,"CLINTON, BILL",Democrat,690080,1688060,40.8800635,1494363,46.17887354
1996,Alabama,1,"DOLE, ROBERT",Republican,769044,1534349,50.12184321,1431209,53.73387115
1996,Alabama,1,"CLINTON, BILL",Democrat,662165,1534349,43.1560877,1431209,46.26612885
2000,Alabama,1,"BUSH, GEORGE W.",Republican,941173,1666272,56.48375535,1633784,57.60694192
2000,Alabama,1,"GORE, AL",Democrat,692611,1666272,41.56650295,1633784,42.39305808
2004,Alabama,1,"BUSH, GEORGE W.",Republican,1176394,1883415,62.46068976,1870327,62.89777135
2004,Alabama,1,"KERRY, JOHN",Democrat,693933,1883415,36.84440232,1870327,37.10222865
2008,Alabama,1,"MCCAIN, JOHN",Republican,1266546,2099819,60.31691303,2080025,60.89090275
2008,Alabama,1,"OBAMA, BARACK H.",Democrat,813479,2099819,38.74043429,2080025,39.10909725
2012,Alabama,1,"ROMNEY, MITT",Republican,1255925,2074338,60.54582233,2051621,61.21622853
2012,Alabama,1,"OBAMA, BARACK H.",Democrat,795696,2074338,38.3590331,2051621,38.78377147
2016,Alabama,1,"TRUMP, DONALD J.",Republican,1318255,2123372,62.08309236,2047802,64.37414359
2016,Alabama,1,"CLINTON, HILLARY",Democrat,729547,2123372,34.35794576,2047802,35.62585641
2020,Alabama,1,"BIDEN, JOSEPH R. JR",Democrat,849624,2323282,36.56999021,2290794,37.08862517
2020,Alabama,1,"TRUMP, DONALD J.",Republican,1441170,2323282,62.03164317,2290794,62.91137483
1960,Alaska,2,John Kennedy,Democrat,29809,60762,49.05862217,60762,49.05862217
1960,Alaska,2,Richard Nixon,Republican,30953,60762,50.94137783,60762,50.94137783
1964,Alaska,2,Lyndon Johnson,Democrat,44329,67259,65.90790824,67259,65.90790824
1964,Alaska,2,Barry Goldwater,Republican,22930,67259,34.09209176,67259,34.09209176
1968,Alaska,2,Hubert Humphrey,Democrat,35411,83035,42.64587222,73011,48.50091082
1968,Alaska,2,Richard Nixon,Republican,37600,83035,45.28210995,73011,51.49908918
1972,Alaska,2,George McGovern,Democrat,32967,95219,34.62229177,88316,37.3284569
1972,Alaska,2,Richard Nixon,Republican,55349,95219,58.12810468,88316,62.6715431
1976,Alaska,2,"FORD, GERALD",Republican,71555,123574,57.9045754,115613,61.89182877
1976,Alaska,2,"CARTER, JIMMY",Democrat,44058,123574,35.65313092,115613,38.10817123
1980,Alaska,2,"REAGAN, RONALD",Republican,86112,158445,54.34819654,127954,67.29918564
1980,Alaska,2,"CARTER, JIMMY",Democrat,41842,158445,26.4079018,127954,32.70081436
1984,Alaska,2,"REAGAN, RONALD",Republican,138377,207605,66.65398232,200384,69.05591265
1984,Alaska,2,"MONDALE, WALTER",Democrat,62007,207605,29.86777775,200384,30.94408735
1988,Alaska,2,"BUSH, GEORGE H.W.",Republican,119251,200116,59.59093726,191835,62.16331743
1988,Alaska,2,"DUKAKIS, MICHAEL",Democrat,72584,200116,36.27096284,191835,37.83668257
1992,Alaska,2,"BUSH, GEORGE H.W.",Republican,102000,258506,39.45749809,180294,56.57426204
1992,Alaska,2,"CLINTON, BILL",Democrat,78294,258506,30.28711132,180294,43.42573796
1996,Alaska,2,"DOLE, ROBERT",Republican,122746,241620,50.80125817,203126,60.42850251
1996,Alaska,2,"CLINTON, BILL",Democrat,80380,241620,33.26711365,203126,39.57149749
2000,Alaska,2,"BUSH, GEORGE W.",Republican,167398,285560,58.62095532,246402,67.93694856
2000,Alaska,2,"GORE, AL",Democrat,79004,285560,27.66633982,246402,32.06305144
2004,Alaska,2,"BUSH, GEORGE W.",Republican,190889,312598,61.06532991,301914,63.22628298
2004,Alaska,2,"KERRY, JOHN",Democrat,111025,312598,35.51686191,301914,36.77371702
2008,Alaska,2,"MCCAIN, JOHN",Republican,193841,326197,59.42451954,317435,61.06478492
2008,Alaska,2,"OBAMA, BARACK H.",Democrat,123594,326197,37.8893736,317435,38.93521508
2012,Alaska,2,"ROMNEY, MITT",Republican,164676,300495,54.8015774,287316,57.31529048
2012,Alaska,2,"OBAMA, BARACK H.",Democrat,122640,300495,40.81265911,287316,42.68470952
2016,Alaska,2,"TRUMP, DONALD J.",Republican,163387,318608,51.28151208,279841,58.38565471
2016,Alaska,2,"CLINTON, HILLARY",Democrat,116454,318608,36.55087129,279841,41.61434529
2020,Alaska,2,"BIDEN, JOSEPH R. JR",Democrat,153778,359530,42.77195227,343729,44.73815128
2020,Alaska,2,"TRUMP, DONALD J.",Republican,189951,359530,52.83314327,343729,55.26184872
1948,Arizona,4,Harry Truman,Democrat,95251,177065,53.7943693,172848,55.10679904
1948,Arizona,4,Thomas Dewey,Republican,77597,177065,43.82401943,172848,44.89320096
1952,Arizona,4,Adlai Stevenson,Democrat,108528,260570,41.65022835,260570,41.65022835
1952,Arizona,4,Dwight Eisenhower,Republican,152042,260570,58.34977165,260570,58.34977165
1956,Arizona,4,Adlai Stevenson,Democrat,112880,290173,38.90093151,289870,38.94159451
1956,Arizona,4,Dwight Eisenhower,Republican,176990,290173,60.99464802,289870,61.05840549
1960,Arizona,4,John Kennedy,Democrat,176781,398491,44.36260794,398022,44.41488159
1960,Arizona,4,Richard Nixon,Republican,221241,398491,55.51969806,398022,55.58511841
1964,Arizona,4,Lyndon Johnson,Democrat,237753,480770,49.45254488,480288,49.5021737
1964,Arizona,4,Barry Goldwater,Republican,242535,480770,50.44719928,480288,50.4978263
1968,Arizona,4,Hubert Humphrey,Democrat,170514,486936,35.0177436,437235,38.99825037
1968,Arizona,4,Richard Nixon,Republican,266721,486936,54.77537089,437235,61.00174963
1972,Arizona,4,George McGovern,Democrat,198540,653505,30.3807928,601352,33.01560484
1972,Arizona,4,Richard Nixon,Republican,402812,653505,61.63870208,601352,66.98439516
1976,Arizona,4,"FORD, GERALD",Republican,418642,742719,56.36613578,714244,58.61330302
1976,Arizona,4,"CARTER, JIMMY",Democrat,295602,742719,39.79997819,714244,41.38669698
1980,Arizona,4,"REAGAN, RONALD",Republican,529688,873945,60.60884838,776531,68.21208683
1980,Arizona,4,"CARTER, JIMMY",Democrat,246843,873945,28.24468359,776531,31.78791317
1984,Arizona,4,"REAGAN, RONALD",Republican,681416,1025897,66.42148286,1015270,67.11672757
1984,Arizona,4,"MONDALE, WALTER",Democrat,333854,1025897,32.54264317,1015270,32.88327243
1988,Arizona,4,"BUSH, GEORGE H.W.",Republican,702541,1171873,59.95026765,1156570,60.74349153
1988,Arizona,4,"DUKAKIS, MICHAEL",Democrat,454029,1171873,38.74387412,1156570,39.25650847
1992,Arizona,4,"BUSH, GEORGE H.W.",Republican,572086,1486975,38.47314178,1115136,51.30190398
1992,Arizona,4,"CLINTON, BILL",Democrat,543050,1486975,36.5204526,1115136,48.69809602
1996,Arizona,4,"CLINTON, BILL",Democrat,653288,1404405,46.51706595,1275361,51.22377115
1996,Arizona,4,"DOLE, ROBERT",Republican,622073,1404405,44.2944165,1275361,48.77622885
2000,Arizona,4,"BUSH, GEORGE W.",Republican,781652,1532016,51.02113816,1466993,53.28259917
2000,Arizona,4,"GORE, AL",Democrat,685341,1532016,44.73458502,1466993,46.71740083
2004,Arizona,4,"BUSH, GEORGE W.",Republican,1104294,2012585,54.86943409,1997818,55.27500503
2004,Arizona,4,"KERRY, JOHN",Democrat,893524,2012585,44.39683293,1997818,44.72499497
2008,Arizona,4,"MCCAIN, JOHN",Republican,1230111,2293475,53.63524782,2264818,54.31390072
2008,Arizona,4,"OBAMA, BARACK H.",Democrat,1034707,2293475,45.11525087,2264818,45.68609928
2012,Arizona,4,"ROMNEY, MITT",Republican,1233654,2299254,53.65453317,2258886,54.61338022
2012,Arizona,4,"OBAMA, BARACK H.",Democrat,1025232,2299254,44.58976694,2258886,45.38661978
2016,Arizona,4,"TRUMP, DONALD J.",Republican,1252401,2573165,48.67161647,2413568,51.8900234
2016,Arizona,4,"CLINTON, HILLARY",Democrat,1161167,2573165,45.12602184,2413568,48.1099766
2020,Arizona,4,"BIDEN, JOSEPH R. JR",Democrat,1672143,3387326,49.36469061,3333829,50.15683168
2020,Arizona,4,"TRUMP, DONALD J.",Republican,1661686,3387326,49.05598103,3333829,49.84316832
1948,Arkansas,5,Harry Truman,Democrat,149659,242475,61.72141458,200618,74.59898912
1948,Arkansas,5,Thomas Dewey,Republican,50959,242475,21.01618724,200618,25.40101088
1952,Arkansas,5,Adlai Stevenson,Democrat,226300,404800,55.9041502,403455,56.09051815
1952,Arkansas,5,Dwight Eisenhower,Republican,177155,404800,43.76358696,403455,43.90948185
1956,Arkansas,5,Adlai Stevenson,Democrat,213277,406572,52.45737532,399564,53.3774314
1956,Arkansas,5,Dwight Eisenhower,Republican,186287,406572,45.81894474,399564,46.6225686
1960,Arkansas,5,John Kennedy,Democrat,215049,428509,50.18541034,399557,53.82185771
1960,Arkansas,5,Richard Nixon,Republican,184508,428509,43.0581388,399557,46.17814229
1964,Arkansas,5,Lyndon Johnson,Democrat,314197,560426,56.06395849,557461,56.3621491
1964,Arkansas,5,Barry Goldwater,Republican,243264,560426,43.40697969,557461,43.6378509
1968,Arkansas,5,Hubert Humphrey,Democrat,184901,609590,30.33202644,373963,49.44366154
1968,Arkansas,5,Richard Nixon,Republican,189062,609590,31.01461638,373963,50.55633846
1972,Arkansas,5,George McGovern,Democrat,198899,647666,30.7101191,644650,30.85379663
1972,Arkansas,5,Richard Nixon,Republican,445751,647666,68.82420877,644650,69.14620337
1976,Arkansas,5,"CARTER, JIMMY",Democrat,498604,767535,64.96172813,766507,65.04885148
1976,Arkansas,5,"FORD, GERALD",Republican,267903,767535,34.90433661,766507,34.95114852
1980,Arkansas,5,"REAGAN, RONALD",Republican,403164,837582,48.13427223,801205,50.31970594
1980,Arkansas,5,"CARTER, JIMMY",Democrat,398041,837582,47.52263062,801205,49.68029406
1984,Arkansas,5,"REAGAN, RONALD",Republican,534774,884406,60.46702533,873420,61.2275881
1984,Arkansas,5,"MONDALE, WALTER",Democrat,338646,884406,38.290785,873420,38.7724119
1988,Arkansas,5,"BUSH, GEORGE H.W.",Republican,466578,827738,56.3678362,815815,57.19164271
1988,Arkansas,5,"DUKAKIS, MICHAEL",Democrat,349237,827738,42.19173217,815815,42.80835729
1992,Arkansas,5,"CLINTON, BILL",Democrat,505823,950653,53.20795285,843147,59.99226707
1992,Arkansas,5,"BUSH, GEORGE H.W.",Republican,337324,950653,35.48339931,843147,40.00773293
1996,Arkansas,5,"CLINTON, BILL",Democrat,475171,884262,53.73644915,800587,59.35282486
1996,Arkansas,5,"DOLE, ROBERT",Republican,325416,884262,36.80085766,800587,40.64717514
2000,Arkansas,5,"BUSH, GEORGE W.",Republican,472940,921781,51.3071977,895708,52.80068951
2000,Arkansas,5,"GORE, AL",Democrat,422768,921781,45.86425626,895708,47.19931049
2004,Arkansas,5,"BUSH, GEORGE W.",Republican,572898,1054945,54.30595908,1042851,54.93574825
2004,Arkansas,5,"KERRY, JOHN",Democrat,469953,1054945,44.54763045,1042851,45.06425175
2008,Arkansas,5,"MCCAIN, JOHN",Republican,638017,1086617,58.7159045,1060327,60.17172061
2008,Arkansas,5,"OBAMA, BARACK H.",Democrat,422310,1086617,38.86465977,1060327,39.82827939
2012,Arkansas,5,"ROMNEY, MITT",Republican,647744,1069468,60.56693608,1042153,62.15440535
2012,Arkansas,5,"OBAMA, BARACK H.",Democrat,394409,1069468,36.8789903,1042153,37.84559465
2016,Arkansas,5,"TRUMP, DONALD J.",Republican,684872,1130635,60.57410216,1065366,64.28513769
2016,Arkansas,5,"CLINTON, HILLARY",Democrat,380494,1130635,33.65312413,1065366,35.71486231
2020,Arkansas,5,"BIDEN, JOSEPH R. JR",Democrat,423932,1219069,34.77506195,1184579,35.78756672
2020,Arkansas,5,"TRUMP, DONALD J.",Republican,760647,1219069,62.39572986,1184579,64.21243328
1948,California,6,Harry Truman,Democrat,1913134,4021538,47.5721975,3808403,50.23454713
1948,California,6,Thomas Dewey,Republican,1895269,4021538,47.12796448,3808403,49.76545287
1952,California,6,Adlai Stevenson,Democrat,2257646,5341603,42.26532747,5293233,42.65155152
1952,California,6,Dwight Eisenhower,Republican,3035587,5341603,56.82913912,5293233,57.34844848
1956,California,6,Adlai Stevenson,Democrat,2420135,5466355,44.27328631,5447803,44.42405498
1956,California,6,Dwight Eisenhower,Republican,3027668,5466355,55.38732848,5447803,55.57594502
1960,California,6,John Kennedy,Democrat,3224099,6506578,49.55137708,6483821,49.72529316
1960,California,6,Richard Nixon,Republican,3259722,6506578,50.09886918,6483821,50.27470684
1964,California,6,Lyndon Johnson,Democrat,4171877,7057586,59.11195414,7050985,59.16729365
1964,California,6,Barry Goldwater,Republican,2879108,7057586,40.79451529,7050985,40.83270635
1968,California,6,Hubert Humphrey,Democrat,3244318,7251587,44.73942049,6711982,48.33621425
1968,California,6,Richard Nixon,Republican,3467664,7251587,47.81938078,6711982,51.66378575
1972,California,6,George McGovern,Democrat,3475847,8367862,41.53805357,8077943,43.02886267
1972,California,6,Richard Nixon,Republican,4602096,8367862,54.99727409,8077943,56.97113733
1976,California,6,"FORD, GERALD",Republican,3882244,7803770,49.74831396,7624528,50.91782731
1976,California,6,"CARTER, JIMMY",Democrat,3742284,7803770,47.95482184,7624528,49.08217269
1980,California,6,"REAGAN, RONALD",Republican,4522994,8582938,52.69750288,7605937,59.46662456
1980,California,6,"CARTER, JIMMY",Democrat,3082943,8582938,35.91943691,7605937,40.53337544
1984,California,6,"REAGAN, RONALD",Republican,5467009,9505041,57.51694285,9389528,58.22453482
1984,California,6,"MONDALE, WALTER",Democrat,3922519,9505041,41.2677757,9389528,41.77546518
1988,California,6,"BUSH, GEORGE H.W.",Republican,5054917,9887065,51.12656789,9757150,51.80731054
1988,California,6,"DUKAKIS, MICHAEL",Democrat,4702233,9887065,47.55944256,9757150,48.19268946
1992,California,6,"CLINTON, BILL",Democrat,5121325,11131721,46.00658784,8751899,58.51672877
1992,California,6,"BUSH, GEORGE H.W.",Republican,3630574,11131721,32.61466938,8751899,41.48327123
1996,California,6,"CLINTON, BILL",Democrat,5119835,10019469,51.09886562,8948216,57.21626523
1996,California,6,"DOLE, ROBERT",Republican,3828381,10019469,38.20942008,8948216,42.78373477
2000,California,6,"GORE, AL",Democrat,5861203,10965822,53.44973683,10428632,56.20299
2000,California,6,"BUSH, GEORGE W.",Republican,4567429,10965822,41.65149681,10428632,43.79701
2004,California,6,"KERRY, JOHN",Democrat,6745485,12421353,54.30555753,12255311,55.04132045
2004,California,6,"BUSH, GEORGE W.",Republican,5509826,12421353,44.35769598,12255311,44.95867955
2008,California,6,"OBAMA, BARACK H.",Democrat,8274473,13561900,61.01263835,13286254,62.27844959
2008,California,6,"MCCAIN, JOHN",Republican,5011781,13561900,36.95485883,13286254,37.72155041
2012,California,6,"OBAMA, BARACK H.",Democrat,7854285,13038547,60.23895914,12694243,61.87281116
2012,California,6,"ROMNEY, MITT",Republican,4839958,13038547,37.12037852,12694243,38.12718884
2016,California,6,"CLINTON, HILLARY",Democrat,8753788,14181595,61.7263996,13237598,66.12822054
2016,California,6,"TRUMP, DONALD J.",Republican,4483810,14181595,31.61710654,13237598,33.87177946
2020,California,6,"BIDEN, JOSEPH R. JR",Democrat,11110250,17500881,63.48394689,17116679,64.90891136
2020,California,6,"TRUMP, DONALD J.",Republican,6006429,17500881,34.32072363,17116679,35.09108864
1948,Colorado,8,Harry Truman,Democrat,267288,515237,51.87670916,507002,52.71931866
1948,Colorado,8,Thomas Dewey,Republican,239714,515237,46.52499723,507002,47.28068134
1952,Colorado,8,Adlai Stevenson,Democrat,245504,630103,38.96251883,625286,39.2626734
1952,Colorado,8,Dwight Eisenhower,Republican,379782,630103,60.27300299,625286,60.7373266
1956,Colorado,8,Adlai Stevenson,Democrat,263997,663074,39.81410823,658476,40.09212181
1956,Colorado,8,Dwight Eisenhower,Republican,394479,663074,59.49245484,658476,59.90787819
1960,Colorado,8,John Kennedy,Democrat,330629,736246,44.90740867,732871,45.11421519
1960,Colorado,8,Richard Nixon,Republican,402242,736246,54.63418477,732871,54.88578481
1964,Colorado,8,Lyndon Johnson,Democrat,476024,776986,61.26545395,772791,61.59802586
1964,Colorado,8,Barry Goldwater,Republican,296767,776986,38.19463929,772791,38.40197414
1968,Colorado,8,Hubert Humphrey,Democrat,335174,811199,41.31834482,744519,45.01886453
1968,Colorado,8,Richard Nixon,Republican,409345,811199,50.46172394,744519,54.98113547
1972,Colorado,8,George McGovern,Democrat,329980,953884,34.59330485,927169,35.59005963
1972,Colorado,8,Richard Nixon,Republican,597189,953884,62.60604015,927169,64.40994037
1976,Colorado,8,"FORD, GERALD",Republican,584278,1081440,54.02777778,1045079,55.90754383
1976,Colorado,8,"CARTER, JIMMY",Democrat,460801,1081440,42.609946,1045079,44.09245617
1980,Colorado,8,"REAGAN, RONALD",Republican,652264,1184450,55.06893495,1020273,63.93034021
1980,Colorado,8,"CARTER, JIMMY",Democrat,368009,1184450,31.0700325,1020273,36.06965979
1984,Colorado,8,"REAGAN, RONALD",Republican,821817,1295380,63.44215597,1276792,64.36576984
1984,Colorado,8,"MONDALE, WALTER",Democrat,454975,1295380,35.1228983,1276792,35.63423016
1988,Colorado,8,"BUSH, GEORGE H.W.",Republican,728177,1372394,53.05888834,1349630,53.95382438
1988,Colorado,8,"DUKAKIS, MICHAEL",Democrat,621453,1372394,45.28240432,1349630,46.04617562
1992,Colorado,8,"CLINTON, BILL",Democrat,629681,1569180,40.12802865,1192531,52.80206552
1992,Colorado,8,"BUSH, GEORGE H.W.",Republican,562850,1569180,35.86905263,1192531,47.19793448
1996,Colorado,8,"DOLE, ROBERT",Republican,691848,1510702,45.79645754,1363000,50.75920763
1996,Colorado,8,"CLINTON, BILL",Democrat,671152,1510702,44.42649841,1363000,49.24079237
2000,Colorado,8,"BUSH, GEORGE W.",Republican,883748,1741368,50.75021477,1621975,54.48591994
2000,Colorado,8,"GORE, AL",Democrat,738227,1741368,42.39350901,1621975,45.51408006
2004,Colorado,8,"BUSH, GEORGE W.",Republican,1101255,2129630,51.71109535,2102987,52.36622956
2004,Colorado,8,"KERRY, JOHN",Democrat,1001732,2129630,47.03784225,2102987,47.63377044
2008,Colorado,8,"OBAMA, BARACK H.",Democrat,1288576,2401361,53.66023684,2362165,54.55063469
2008,Colorado,8,"MCCAIN, JOHN",Republican,1073589,2401361,44.70752211,2362165,45.44936531
2012,Colorado,8,"OBAMA, BARACK H.",Democrat,1323101,2569516,51.49222655,2508344,52.74798831
2012,Colorado,8,"ROMNEY, MITT",Republican,1185243,2569516,46.12709164,2508344,47.25201169
2016,Colorado,8,"CLINTON, HILLARY",Democrat,1338870,2780220,48.15698038,2541354,52.68333337
2016,Colorado,8,"TRUMP, DONALD J.",Republican,1202484,2780220,43.25139737,2541354,47.31666663
2020,Colorado,8,"BIDEN, JOSEPH R. JR",Democrat,1804352,3279980,55.01106714,3168959,56.93831949
2020,Colorado,8,"TRUMP, DONALD J.",Republican,1364607,3279980,41.60412563,3168959,43.06168051
1948,Connecticut,9,Harry Truman,Democrat,423297,883518,47.91039911,861051,49.16050269
1948,Connecticut,9,Thomas Dewey,Republican,437754,883518,49.54669854,861051,50.83949731
1952,Connecticut,9,Adlai Stevenson,Democrat,481649,1096911,43.90957881,1092661,44.08036893
1952,Connecticut,9,Dwight Eisenhower,Republican,611012,1096911,55.70296952,1092661,55.91963107
1956,Connecticut,9,Adlai Stevenson,Democrat,405079,1117121,36.260978,1116916,36.26763338
1956,Connecticut,9,Dwight Eisenhower,Republican,711837,1117121,63.72067126,1116916,63.73236662
1960,Connecticut,9,John Kennedy,Democrat,657055,1222883,53.72999706,1222868,53.73065613
1960,Connecticut,9,Richard Nixon,Republican,565813,1222883,46.26877633,1222868,46.26934387
1964,Connecticut,9,Lyndon Johnson,Democrat,826269,1218578,67.80600011,1217265,67.87913889
1964,Connecticut,9,Barry Goldwater,Republican,390996,1218578,32.08625135,1217265,32.12086111
1968,Connecticut,9,Hubert Humphrey,Democrat,621561,1256232,49.47820148,1178282,52.75146357
1968,Connecticut,9,Richard Nixon,Republican,556721,1256232,44.31673449,1178282,47.24853643
1972,Connecticut,9,George McGovern,Democrat,555498,1384277,40.12910711,1366261,40.65826368
1972,Connecticut,9,Richard Nixon,Republican,810763,1384277,58.56941927,1366261,59.34173632
1976,Connecticut,9,"FORD, GERALD",Republican,719261,1386355,51.88144451,1367156,52.61001671
1976,Connecticut,9,"CARTER, JIMMY",Democrat,647895,1386355,46.73370096,1367156,47.38998329
1980,Connecticut,9,"REAGAN, RONALD",Republican,677210,1406285,48.15595701,1218942,55.55719632
1980,Connecticut,9,"CARTER, JIMMY",Democrat,541732,1406285,38.52220567,1218942,44.44280368
1984,Connecticut,9,"REAGAN, RONALD",Republican,890877,1466900,60.73195173,1460474,60.99916876
1984,Connecticut,9,"MONDALE, WALTER",Democrat,569597,1466900,38.82998159,1460474,39.00083124
1988,Connecticut,9,"BUSH, GEORGE H.W.",Republican,750241,1443394,51.97756122,1426825,52.58115046
1988,Connecticut,9,"DUKAKIS, MICHAEL",Democrat,676584,1443394,46.87451936,1426825,47.41884954
1992,Connecticut,9,"CLINTON, BILL",Democrat,682318,1616156,42.21857296,1260631,54.12511671
1992,Connecticut,9,"BUSH, GEORGE H.W.",Republican,578313,1616156,35.78324122,1260631,45.87488329
1996,Connecticut,9,"CLINTON, BILL",Democrat,735740,1392614,52.83158147,1218849,60.36350688
1996,Connecticut,9,"DOLE, ROBERT",Republican,483109,1392614,34.69080449,1218849,39.63649312
2000,Connecticut,9,"GORE, AL",Democrat,816015,1459525,55.90962813,1377109,59.25565805
2000,Connecticut,9,"BUSH, GEORGE W.",Republican,561094,1459525,38.44360323,1377109,40.74434195
2004,Connecticut,9,"KERRY, JOHN",Democrat,857488,1578769,54.31370897,1551314,55.27494756
2004,Connecticut,9,"BUSH, GEORGE W.",Republican,693826,1578769,43.94727791,1551314,44.72505244
2008,Connecticut,9,"OBAMA, BARACK H.",Democrat,997772,1646792,60.58882968,1627200,61.31833825
2008,Connecticut,9,"MCCAIN, JOHN",Republican,629428,1646792,38.22146331,1627200,38.68166175
2012,Connecticut,9,"OBAMA, BARACK H.",Democrat,905083,1558204,58.08501326,1539975,58.77257748
2012,Connecticut,9,"ROMNEY, MITT",Republican,634892,1558204,40.74511425,1539975,41.22742252
2016,Connecticut,9,"CLINTON, HILLARY",Democrat,897572,1644920,54.5663011,1570787,57.14154752
2016,Connecticut,9,"TRUMP, DONALD J.",Republican,673215,1644920,40.92691438,1570787,42.85845248
2020,Connecticut,9,"BIDEN, JOSEPH R. JR",Democrat,1080831,1823857,59.26073152,1795548,60.19504909
2020,Connecticut,9,"TRUMP, DONALD J.",Republican,714717,1823857,39.18711829,1795548,39.80495091
1948,Delaware,10,Harry Truman,Democrat,67813,139073,48.76072279,137401,49.35408039
1948,Delaware,10,Thomas Dewey,Republican,69588,139073,50.03703091,137401,50.64591961
1952,Delaware,10,Adlai Stevenson,Democrat,83315,174025,47.87530527,173374,48.05507169
1952,Delaware,10,Dwight Eisenhower,Republican,90059,174025,51.75061054,173374,51.94492831
1956,Delaware,10,Adlai Stevenson,Democrat,79421,177988,44.62154752,177478,44.7497718
1956,Delaware,10,Dwight Eisenhower,Republican,98057,177988,55.09191631,177478,55.2502282
1960,Delaware,10,John Kennedy,Democrat,99590,196683,50.63477779,195963,50.82081822
1960,Delaware,10,Richard Nixon,Republican,96373,196683,48.99915092,195963,49.17918178
1964,Delaware,10,Lyndon Johnson,Democrat,122704,201320,60.94973177,200782,61.11304798
1964,Delaware,10,Barry Goldwater,Republican,78078,201320,38.78303199,200782,38.88695202
1968,Delaware,10,Hubert Humphrey,Democrat,89194,214367,41.60808333,185908,47.97749424
1968,Delaware,10,Richard Nixon,Republican,96714,214367,45.11608596,185908,52.02250576
1972,Delaware,10,George McGovern,Democrat,92283,235516,39.18332512,232640,39.66772696
1972,Delaware,10,Richard Nixon,Republican,140357,235516,59.59552642,232640,60.33227304
1976,Delaware,10,"CARTER, JIMMY",Democrat,122461,235642,51.9690887,232241,52.73013809
1976,Delaware,10,"FORD, GERALD",Republican,109780,235642,46.5876202,232241,47.26986191
1980,Delaware,10,"REAGAN, RONALD",Republican,111252,235668,47.20708794,217006,51.26678525
1980,Delaware,10,"CARTER, JIMMY",Democrat,105754,235668,44.87414498,217006,48.73321475
1984,Delaware,10,"REAGAN, RONALD",Republican,152190,254572,59.78269409,253846,59.9536727
1984,Delaware,10,"MONDALE, WALTER",Democrat,101656,254572,39.93212136,253846,40.0463273
1988,Delaware,10,"BUSH, GEORGE H.W.",Republican,139639,249891,55.87996366,248286,56.2411896
1988,Delaware,10,"DUKAKIS, MICHAEL",Democrat,108647,249891,43.4777563,248286,43.7588104
1992,Delaware,10,"CLINTON, BILL",Democrat,126054,289620,43.52392791,228367,55.1979927
1992,Delaware,10,"BUSH, GEORGE H.W.",Republican,102313,289620,35.3266349,228367,44.8020073
1996,Delaware,10,"CLINTON, BILL",Democrat,140355,270810,51.82784978,239417,58.62365663
1996,Delaware,10,"DOLE, ROBERT",Republican,99062,270810,36.57988996,239417,41.37634337
2000,Delaware,10,"GORE, AL",Democrat,180068,327529,54.97772716,317356,56.74006479
2000,Delaware,10,"BUSH, GEORGE W.",Republican,137288,327529,41.91628833,317356,43.25993521
2004,Delaware,10,"KERRY, JOHN",Democrat,200152,375190,53.3468376,371812,53.83150625
2004,Delaware,10,"BUSH, GEORGE W.",Republican,171660,375190,45.75281857,371812,46.16849375
